,content,sentiment
20610,think know he s go break tell i be sorry know love,worry
20611,boreedd,neutral
20612,jealous suppose go see seattle friend summer bail work,sadness
20613,dreary bus ride home i be rubbing eye least spend day school 12 hrs well spend,sadness
20614,thank sadly streamline top ii sell streamline trunk ii available size get halfway,sadness
20615,pandora block work bummed,worry
20616,darts party parental neighbor,neutral
20617,happy momma day beautiful mom can not wait get pamper tomorrow,love
20618,sit play quick hand poker 5k first hand flush i be do today,fun
20619,work way casualty discography pull weed later,relief
20620,cute time twitpic,happiness
20621,twitter shit kan eat gun even go smfh reactin 4 nothing need 2 stay strong,hate
20622,know notice happen sometimes,worry
20623,maybe could go outside meet fan i be even sao paulo i be rio idk saying,worry
20624,go john grisham instead please never suspect thing lol hope tomorrow well day,happiness
20625,man get ta whip get ta whip,neutral
20626,absolutely nothing,neutral
20627,one paper leave,worry
20628,,neutral
20629,bullet train tokyo gf visit japan since thursday vacation sightseeing gaijin godzilla,love
20630,headache dumb,sadness
20631,thnkn bout yesterday good day ever 2day virtus vs treviso da futurshow hard game get ta win forza ragazzi,happiness
20632,miss argh,sadness
20633,sad friend everyday long ass time,sadness
20634,bevvie 2day twn great day,love
20635,work news well rob place wonder boy never get leave alone,neutral
20636,i be point become apparent degree mean jack shit,neutral
20637,wish smartphone irc app that d pretty cool,worry
20638,ah yet another good one,neutral
20639,final week do not bother i be study,empty
20640,spend day put trampoline tired use cool though,fun
20641,wish 12hr nap lets talk rachel get one lol,fun
20642,noanother headachehopefully migraine,worry
20643,get day painting,neutral
20644,need sumthe excruciating headache,worry
20645,whole body sore move hundred piece luggage last weekend guess visit gym often,worry
20646,anthonys pretty wicked,happiness
20647,i would vegas anniversary can not get enough jk,neutral
20648,tracky dak one good thing weather get cold porridge,neutral
20649,instal youtube downloader anyone know make trailer video,neutral
20650,funny mention full unopened jar nesscaf cupboard milk,neutral
20651,blue oyster cult love night that s friend around httpblipfm5jd4b,love
20652,look forward dinner family friend happy mothers day mom,happiness
20653,ayy fml nothing perfect,sadness
20654,aw gutte,sadness
20655,lauraa 22is miss fun eclipse 3 sarmy sarmy sarmy,fun
20656,i be home phone die thou,worry
20657,lol i be night owl queen,worry
20658,one know like boil peanut,surprise
20659,get thee yon near walgreen upon arrival,neutral
20660,4 h lamb meeting fun sunny yay play horses afternoon clap clap clap,happiness
20661,one even like answer life last night pshh,sadness
20662,sunburnt,worry
20663,say demi ca wear converse dress oh baby that s demi,worry
20664,wicked dvbs tuner card arrive although sure ill able get set ready fa cup final tomorrow,happiness
20665,yeah really annoying,empty
20666,know clean clothe either washer kitchen damn kitchenfire,worry
20667,ok peeps good morning i be go bed hit later,happiness
20668,welsh name,neutral
20669,aww son give purple g shock mother day,happiness
20670,sleep soo good woke like 10 min ago n get sick feel great wan na go back sleep i be wide awake,sadness
20671,know evening r e n g work tomorrow suck,worry
20672,man suck,hate
20673,poor goose,worry
20674,sit work watch clock move fast enough,sadness
20675,hew u srry post vid forever feel guilty lol next day hopefully,sadness
20676,yeah do not judge pillow,neutral
20677,ah let right one dvd break,worry
20678,yeah guess sound bit odd cause he s say really quickly,surprise
20679,watch movie playin computer,enthusiasm
20680,knighty knight sweet nkotb fream love ya,love
20681,ap associated press many global news agency like,worry
20682,hate wait line,hate
20683,wish naptime,worry
20684,i be twitterre facebooke blogging myspacing bullshit,neutral
20685,thank,relief
20686,pizza go sleep,relief
20687,drive back home forget piece cake,neutral
20688,go outside pick flower marina love pick flower haha,happiness
20689,i be comin wit u,happiness
20690,sometimes pillow sometimes,sadness
20691,cheeseburger,neutral
20692,mcfonalds roulette lose forget mygrilled snack wrap,sadness
20693,well point laugh mess die nervousness,worry
20694,test hey get ta add someone follow,happiness
20695,jasper clip first favorite twitter message,neutral
20696,oh man lay 3 girl economy improve soon,neutral
20697,guess go girlie i be still gym work 630,neutral
20698,may 4th today round weekend one session happy 4th y all fintster,happiness
20699,ask long adrians take lmao intime,neutral
20700,procrastinate like,worry
20701,move make sore dunno gon na make get close,worry
20702,aussieim hopin sydney less week get visa thursday whoot whoot,happiness
20703,java working hmph ca upload photo facebook,worry
20704,wake i be starve,hate
20705,28 still club lot bar though think i be miss much,empty
20706,i be va weekend young son turn 2 tomorrowit make kinda sad get big check twipic,sadness
20707,sun,surprise
20708,thank buddi problem friend yah post pics london nothing much really u,neutral
20709,love feel finish 10 page paper,love
20710,aww haha want one ca get one coz u dun number,worry
20711,haha love hmm lol i be need good band,happiness
20712,download movie still wait cool movie,worry
20713,clean house go 3 see soccergame friend,neutral
20714,look forward next wednesday,worry
20715,great project wish could do dd1 old,happiness
20716,i be need girl night wear sweat watch movie eat chocolate talk boy,neutral
20717,yay play show tonight boo gon na soggy i be work right playing,worry
20718,say morning httpplurkcompx34ap,happiness
20719,dan alli suprise,surprise
20720,morning michelle how s oatmeal,neutral
20721,absolutely good backup romo december,happiness
20722,sorry unemployed,hate
20723,summer wo see charming little face summer,surprise
20724,follow bro,neutral
20725,be not i be 3,neutral
20726,really good interview read really enjoy x,happiness
20727,i be mad i be go miss maine tomorrow take eff day fly florida,sadness
20728,guy bomb haha,fun
20729,bioshock fantastic first time play sleep bioshock tomorrow,fun
20730,bryan sweet 15 do not think gon na talk towards end night talk,happiness
20731,debate whether go bed start read last harry potter book even though soon start read wo wan na stop,neutral
20732,haha amen i be damn hungry hate know weekend gon na shit suppose great,worry
20733,hehe yeah would totally write xd,relief
20734,1 a.m. quietly tidy dinner party whilst close tupprwre lid centre island kitchen collapse wake baby mayhem ensue,neutral
20735,another one come later week westlife dvd trademe one,happiness
20736,get moommy somn special mothers day,neutral
20737,san antonio missions game waitress huge crowd mean slow game,sadness
20738,inoo that s sed ino u feel coz i be love kyle feel like saddo true ha wan na see tuesday,love
20739,ah well diff opinion problemo,relief
20740,20somethin single,neutral
20741,work come,neutral
20742,build mini cdn past day 3 location au eu us geoip quite fun meddle,fun
20743,spell name wrong message receive httptinyurlcomkrw9p3,worry
20744,one cat sick,worry
20745,expect car accident pain kick 4 day later,worry
20746,bed able sleep bloody bipolar,worry
20747,want daddy,love
20748,need go atl mainly go ikea stuff want available online,worry
20749,oh need stop could use ego boost,enthusiasm
20750,get pyjama,surprise
20751,sit work wait day always friday take forever wish weekend would get already,worry
20752,hey get comlementary cherry flavor lip gloss time cool,neutral
20753,take phog,neutral
20754,aww miss usa,worry
20755,enjoy happiness special day another day make best one life,sadness
20756,girl stay invite followup hahaha phone call check,worry
20757,um mr deadly sir please follow twitter,neutral
20758,i be sorry drace suck bad,worry
20759,annoyed,neutral
20760,omg sleep like 18hrs last 22hrs think i be die something remind catcher,worry
20761,fall asleep wake gun shot be not fun,surprise
20762,hi eric hope beautiful saturday,neutral
20763,nice cleared head,happiness
20764,gary try ommegang chocolate indulgence chocolate indulgence metallic good httpffim3o7rv,worry
20765,i be sad right lose mobile phone earphone waz feel little incomplete feel,sadness
20766,text twitter sometimes receive phone,empty
20767,ok booboo daddy take dental bridgefront tooth forget table uhoh shiney plastic chew sawwy,surprise
20768,go bed finally sleepy happy mothers day,happiness
20769,do not get car back til monday bo,sadness
20770,happy mothers day people love mom lot still,surprise
20771,ew man hate tbs 3,hate
20772,adobe realise one want pay photoshop et al give us free,hate
20773,dang burrito toaster strudle sp tease i be still hungry,worry
20774,apparently 21 degree kilkenny comedy would great remedy boredom hell leave kilkenny,sadness
20775,ey twitters home school i be still cold plan nothing today take easy,neutral
20776,geesh 5 day straight he s boynside joint lol head go c bf,love
20777,hope rain warm,neutral
20778,weird kiss yet damn romanticaly hot twpp,love
20779,good could proof crack lol httptwitpiccom66ust,relief
20780,whin park swing victory mine right,happiness
20781,mcfly,anger
20782,gutted handbag want sell,surprise
20783,come,happiness
20784,love creditcardsize memory stick microsoft keep send,happiness
20785,sigh,neutral
20786,dammit can not watch stadium music,sadness
